uniprotkb:Q9DBG9	uniprotkb:Q82235	intact:EBI-1161647|ensembl:ENSMUSP00000047410	intact:EBI-1162486	psi-mi:tx1b3_mouse(display_long)|uniprotkb:Tax interaction protein 1(gene name synonym)|uniprotkb:Tax1bp3(gene name)|psi-mi:Tax1bp3(display_short)	psi-mi:q82235_9dela(display_long)|uniprotkb:tax(gene name)|psi-mi:tax(display_short)	psi-mi:"MI:0096"(pull down)	Kanamori et al. (2003)	pubmed:12874278	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:11908(humt-)|taxid:11908(Human T-lymphotropic virus 1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1162495	intact-miscore:0.44
uniprotkb:Q9Q2G4	uniprotkb:Q92805	intact:EBI-6248094	intact:EBI-6164177|ensembl:ENSP00000362656.4|uniprotkb:Q5T164|uniprotkb:Q8IYZ9	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:goga1_human(display_long)|uniprotkb:GOLGA1(gene name)|psi-mi:GOLGA1(display_short)|uniprotkb:Golgin-97(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:P58107	intact:EBI-6248094	intact:EBI-297954|uniprotkb:Q76E58|uniprotkb:A0A087X1U6|uniprotkb:Q9NSU9|ensembl:ENSP00000484472.1	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:epipl_human(display_long)|uniprotkb:EPPK1(gene name)|psi-mi:EPPK1(display_short)|uniprotkb:EPIPL(gene name synonym)|uniprotkb:450 kDa epidermal antigen(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q32P44	intact:EBI-6248094	intact:EBI-1046713|uniprotkb:Q6ZQW7|uniprotkb:Q8NA55|intact:EBI-2556256|ensembl:ENSP00000378254.2	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:emal3_human(display_long)|uniprotkb:EML3(gene name)|psi-mi:EML3(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:O60232	intact:EBI-6248094	intact:EBI-741415|ensembl:ENSP00000312318.3	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:znrd2_human(display_long)|uniprotkb:ZNRD2(gene name)|psi-mi:ZNRD2(display_short)|uniprotkb:Autoantigen p27(gene name synonym)|uniprotkb:SSSCA1(gene name synonym)|uniprotkb:Sjoegren syndrome/scleroderma autoantigen 1(gene name synonym)|uniprotkb:Zinc ribbon domain-containing protein 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q14152	intact:EBI-6248094	intact:EBI-366617|uniprotkb:O00653|ensembl:ENSP00000358140.3|ensembl:ENSP00000438178.2|uniprotkb:Q15778|uniprotkb:B1AMV5|intact:EBI-28978176|uniprotkb:B4DYS1|uniprotkb:F5H335	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3a_human(display_long)|uniprotkb:EIF3A(gene name)|psi-mi:EIF3A(display_short)|uniprotkb:KIAA0139(gene name synonym)|uniprotkb:EIF3S10(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 10(gene name synonym)|uniprotkb:eIF-3-theta(gene name synonym)|uniprotkb:eIF3 p167(gene name synonym)|uniprotkb:eIF3 p180(gene name synonym)|uniprotkb:eIF3 p185(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:O15371	intact:EBI-6248094	intact:EBI-353818|uniprotkb:Q3MJD9|uniprotkb:Q5M9Q6|uniprotkb:B2R7D4|ensembl:ENSP00000216190.8|ensembl:ENSP00000385812.1|uniprotkb:A8MWD3|uniprotkb:B4DTF8|uniprotkb:B4DVY1|intact:EBI-10969985	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3d_human(display_long)|uniprotkb:EIF3D(gene name)|psi-mi:EIF3D(display_short)|uniprotkb:EIF3S7(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 7(gene name synonym)|uniprotkb:eIF-3-zeta(gene name synonym)|uniprotkb:eIF3 p66(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P43246	intact:EBI-6248094	intact:EBI-355888|ensembl:ENSP00000233146.2|uniprotkb:O75488|uniprotkb:B4E2Z2	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:msh2_human(display_long)|uniprotkb:MSH2(gene name)|psi-mi:MSH2(display_short)|uniprotkb:MutS protein homolog 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q8NFF5	intact:EBI-6248094	intact:EBI-742815|uniprotkb:Q8N5J1|uniprotkb:Q8N686|uniprotkb:Q8WU93|uniprotkb:Q8WUJ4|uniprotkb:Q96CR8|uniprotkb:Q99764|uniprotkb:Q9HBN6|ensembl:ENSP00000292180.3	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:fad1_human(display_long)|uniprotkb:FMN adenylyltransferase(gene name synonym)|uniprotkb:FAD pyrophosphorylase(gene name synonym)|uniprotkb:Flavin adenine dinucleotide synthase(gene name synonym)|uniprotkb:FLAD1(gene name)|psi-mi:FLAD1(display_short)|uniprotkb:PP591(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q8N163	intact:EBI-6248094	intact:EBI-355410|ensembl:ENSP00000310670.4|ensembl:ENSP00000373930.3|uniprotkb:A6NL03|uniprotkb:Q6P0Q9|uniprotkb:Q8N3G7|uniprotkb:Q8N8M1|uniprotkb:Q8TF34|uniprotkb:Q9H9Q9|uniprotkb:Q9HD12|uniprotkb:Q9NT55|uniprotkb:B2RB79|uniprotkb:D3DSR6	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:ccar2_human(display_long)|uniprotkb:CCAR2(gene name)|psi-mi:CCAR2(display_short)|uniprotkb:Cell division cycle and apoptosis regulator protein 2(gene name synonym)|uniprotkb:DBC1(gene name synonym)|uniprotkb:DBIRD complex subunit KIAA1967(gene name synonym)|uniprotkb:Deleted in breast cancer gene 1 protein(gene name synonym)|uniprotkb:KIAA1967(gene name synonym)|uniprotkb:p30 DBC(gene name synonym)|uniprotkb:NET35(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P61758	intact:EBI-6248094	intact:EBI-357430|uniprotkb:Q15765|uniprotkb:O55228|uniprotkb:Q5JT81|uniprotkb:Q86X96|uniprotkb:B2R8L5|ensembl:ENSP00000286428.5|uniprotkb:B4DWR3|uniprotkb:F5H2A7	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:pfd3_human(display_long)|uniprotkb:VBP1(gene name)|psi-mi:VBP1(display_short)|uniprotkb:PFDN3(gene name synonym)|uniprotkb:von Hippel-Lindau-binding protein 1(gene name synonym)|uniprotkb:HIBBJ46(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P60228	intact:EBI-6248094	intact:EBI-347740|uniprotkb:O43902|uniprotkb:Q64058|uniprotkb:Q64059|uniprotkb:Q64252|uniprotkb:Q8WVK4|intact:EBI-1237448|uniprotkb:Q6FG33|ensembl:ENSP00000220849.5	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3e_human(display_long)|uniprotkb:EIF3E(gene name)|psi-mi:EIF3E(display_short)|uniprotkb:INT6(gene name synonym)|uniprotkb:EIF3S6(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 6(gene name synonym)|uniprotkb:eIF-3 p48(gene name synonym)|uniprotkb:Viral integration site protein INT-6 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:P55884	intact:EBI-6248094	intact:EBI-366696|ensembl:ENSP00000354125.4|ensembl:ENSP00000380206.2|uniprotkb:Q2NL77|uniprotkb:Q9UMF9|uniprotkb:A4D208	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3b_human(display_long)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 9(gene name synonym)|uniprotkb:eIF-3-eta(gene name synonym)|uniprotkb:eIF3 p116(gene name synonym)|uniprotkb:eIF3 p110(gene name synonym)|uniprotkb:Prt1 homolog(gene name synonym)|uniprotkb:EIF3B(gene name)|psi-mi:EIF3B(display_short)|uniprotkb:EIF3S9(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q9H1A4	intact:EBI-6248094	intact:EBI-395918|uniprotkb:Q2M3H8|uniprotkb:Q9BSE6|uniprotkb:Q9H8D0|ensembl:ENSP00000339109.3	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:apc1_human(display_long)|uniprotkb:ANAPC1(gene name)|psi-mi:ANAPC1(display_short)|uniprotkb:TSG24(gene name synonym)|uniprotkb:Cyclosome subunit 1(gene name synonym)|uniprotkb:Testis-specific gene 24 protein(gene name synonym)|uniprotkb:Mitotic checkpoint regulator(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q07864	intact:EBI-6248094	intact:EBI-348526|uniprotkb:Q13533|intact:EBI-28987244|uniprotkb:Q86VH9|ensembl:ENSP00000322570.5	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:dpoe1_human(display_long)|uniprotkb:POLE(gene name)|psi-mi:POLE(display_short)|uniprotkb:POLE1(gene name synonym)|uniprotkb:DNA polymerase II subunit A(gene name synonym)|uniprotkb:3'-5' exodeoxyribonuclease(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:Q9UBQ5	intact:EBI-6248094	intact:EBI-354344|uniprotkb:Q96IQ0|uniprotkb:Q9Y6D1|intact:EBI-2339187|uniprotkb:A8K0I9|ensembl:ENSP00000248342.3|ensembl:ENSP00000489438.1|uniprotkb:B7ZAM9	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:eif3k_human(display_long)|uniprotkb:MSTP001(orf name)|uniprotkb:PTD001(orf name)|uniprotkb:HSPC029(orf name)|uniprotkb:EIF3K(gene name)|psi-mi:EIF3K(display_short)|uniprotkb:ARG134(orf name)|uniprotkb:EIF3S12(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 12(gene name synonym)|uniprotkb:eIF-3 p25(gene name synonym)|uniprotkb:eIF-3 p28(gene name synonym)|uniprotkb:Muscle-specific gene M9 protein(gene name synonym)|uniprotkb:PLAC-24(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q8TB72	intact:EBI-6248094	intact:EBI-311190|uniprotkb:O00234|uniprotkb:Q53TV7|uniprotkb:Q8WY43|uniprotkb:Q9HAN2|uniprotkb:B4E2B6|uniprotkb:B3KSL0|uniprotkb:D6W527|ensembl:ENSP00000516061.1	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:pum2_human(display_long)|uniprotkb:PUM2(gene name)|psi-mi:PUM2(display_short)|uniprotkb:KIAA0235(gene name synonym)|uniprotkb:PUMH2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.56
uniprotkb:Q9Q2G4	uniprotkb:Q07820	intact:EBI-6248094	intact:EBI-1003422|uniprotkb:Q9HD91|uniprotkb:Q9NRQ3|uniprotkb:Q9NRQ4|uniprotkb:Q9UHR7|uniprotkb:Q9UHR8|uniprotkb:Q9UHR9|uniprotkb:Q9UNJ1|uniprotkb:B2R6B2|uniprotkb:D3DV03|uniprotkb:D3DV04|ensembl:ENSP00000358022.2|ensembl:ENSP00000502859.1	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:mcl1_human(display_long)|uniprotkb:Bcl-2-related protein EAT/mcl1(gene name synonym)|uniprotkb:mcl1/EAT(gene name synonym)|uniprotkb:MCL1(gene name)|psi-mi:MCL1(display_short)|uniprotkb:BCL2L3(gene name synonym)|uniprotkb:Bcl-2-like protein 3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.46
uniprotkb:Q9Q2G4	uniprotkb:O14976	intact:EBI-6248094	intact:EBI-714707|uniprotkb:Q9BVY6|uniprotkb:Q5U4P5|intact:EBI-28970318|ensembl:ENSP00000314499.4	psi-mi:q9q2g4_9hiv1(display_long)|uniprotkb:ORF(gene name)|psi-mi:ORF(display_short)	psi-mi:gak_human(display_long)|uniprotkb:GAK(gene name)|psi-mi:GAK(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6174875|imex:IM-17346-12	intact-miscore:0.35
uniprotkb:Q76353	uniprotkb:Q9Y263	intact:EBI-6248077	intact:EBI-1994037|uniprotkb:Q53EU5|uniprotkb:Q5VY33|uniprotkb:Q9NUL8|uniprotkb:Q9NVE9|uniprotkb:Q9UF53|uniprotkb:Q9Y5L1|ensembl:ENSP00000380460.3	psi-mi:q76353_9hiv1(display_long)	psi-mi:plap_human(display_long)|uniprotkb:PLAA(gene name)|psi-mi:PLAA(display_short)|uniprotkb:PLAP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.56
uniprotkb:Q76353	uniprotkb:Q9GZS3	intact:EBI-6248077	intact:EBI-358545|uniprotkb:D3DW84|uniprotkb:Q6IA22|uniprotkb:Q7Z4X4|ensembl:ENSP00000267973.2|ensembl:ENSP00000453801.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:ski8_human(display_long)|uniprotkb:SKIC8(gene name)|psi-mi:SKIC8(display_short)|uniprotkb:Meiotic recombination REC14 protein homolog(gene name synonym)|uniprotkb:WD repeat-containing protein 61(gene name synonym)|uniprotkb:WDR61(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:P62258	intact:EBI-6248077	intact:EBI-356498|uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q53XZ5|uniprotkb:Q63631|uniprotkb:Q7M4R4|uniprotkb:B3KY71|uniprotkb:D3DTH5|uniprotkb:Q4VJB6|ensembl:ENSP00000264335.8|ensembl:ENSP00000487356.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:1433e_human(display_long)|uniprotkb:YWHAE(gene name)|psi-mi:YWHAE(display_short)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:P13667	intact:EBI-6248077	intact:EBI-1054653|uniprotkb:A8K4K6|uniprotkb:Q549T6|ensembl:ENSP00000499129.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:pdia4_human(display_long)|uniprotkb:Endoplasmic reticulum resident protein 72(gene name synonym)|uniprotkb:PDIA4(gene name)|psi-mi:PDIA4(display_short)|uniprotkb:ERP70(gene name synonym)|uniprotkb:ERP72(gene name synonym)|uniprotkb:Endoplasmic reticulum resident protein 70(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.56
uniprotkb:Q76353	uniprotkb:Q9P2R7	intact:EBI-6248077	intact:EBI-2269898|uniprotkb:O95194|uniprotkb:Q5T9Q4|uniprotkb:Q5T9Q6|uniprotkb:Q9NV21|uniprotkb:Q9NVP7|uniprotkb:B2RDE7|ensembl:ENSP00000494360.1|ensembl:ENSP00000494987.1	psi-mi:q76353_9hiv1(display_long)	psi-mi:sucb1_human(display_long)|uniprotkb:SUCLA2(gene name)|psi-mi:SUCLA2(display_short)|uniprotkb:ATP-specific succinyl-CoA synthetase subunit beta(gene name synonym)|uniprotkb:Succinyl-CoA synthetase beta-A chain(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:Q9H583	intact:EBI-6248077	intact:EBI-1048716|uniprotkb:Q5T3Q8|uniprotkb:Q6P197|uniprotkb:Q9NW23|ensembl:ENSP00000355541.3	psi-mi:q76353_9hiv1(display_long)	psi-mi:heat1_human(display_long)|uniprotkb:Protein BAP28(gene name synonym)|uniprotkb:HEATR1(gene name)|psi-mi:HEATR1(display_short)|uniprotkb:BAP28(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 10 homolog(gene name synonym)|uniprotkb:UTP10(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.56
uniprotkb:Q76353	uniprotkb:P12532	intact:EBI-6248077	intact:EBI-1050662|uniprotkb:Q0VAM3|uniprotkb:Q32NF6|uniprotkb:Q53FC4|uniprotkb:B4DIT8|uniprotkb:B7ZA09|ensembl:ENSP00000300283.6|ensembl:ENSP00000406577.3|ensembl:ENSP00000413165.1|ensembl:ENSP00000413255.2	psi-mi:q76353_9hiv1(display_long)	psi-mi:kcru_human(display_long)|uniprotkb:Ubiquitous mitochondrial creatine kinase(gene name synonym)|uniprotkb:Acidic-type mitochondrial creatine kinase(gene name synonym)|uniprotkb:CKMT1A(gene name)|psi-mi:CKMT1A(display_short)|uniprotkb:CKMT(gene name synonym)|uniprotkb:CKMT1B(gene name)|psi-mi:CKMT1B(display_short)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
uniprotkb:Q76353	uniprotkb:P15924	intact:EBI-6248077	intact:EBI-355041|uniprotkb:O75993|uniprotkb:Q14189|uniprotkb:Q9UHN4|ensembl:ENSP00000369129.3|uniprotkb:B2RTT2|uniprotkb:D7RX09	psi-mi:q76353_9hiv1(display_long)	psi-mi:desp_human(display_long)|uniprotkb:DSP(gene name)|psi-mi:DSP(display_short)|uniprotkb:250/210 kDa paraneoplastic pemphigus antigen(gene name synonym)	psi-mi:"MI:0096"(pull down)	Jager et al. (2012)	imex:IM-17346|pubmed:22190034|psi-mi:"MI:0007"	taxid:11676(9hiv1)|taxid:11676(Human immunodeficiency virus 1)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6175619|imex:IM-17346-24	intact-miscore:0.46
